scene,dialogue_index,context,expected_response,prediction,exact_match,content_correct,style_consistent,notes
06. 乔治的朋友,35,"猪爸爸说：好主意！我们去沙坑吧！
旁白：乔治和理查德喜欢沙坑！",“乔治，理查德，今天我们是”去造沙堡。,沙坑太好玩啦！我们一起挖宝藏吧！,0.0,,,
06. 乔治的朋友,37,丽贝卡说：“首先，我们把桶装满沙子。”我们把桶翻过来轻轻敲一下。,现在我们把桶抬起来。,沙子掉下来啦！像小山一样！,0.0,,,
06. 乔治的朋友,43,猪爸爸说：“你看，一起玩很有趣。”哦，天哪！这场比赛进行得不太顺利。,是你哥哥的错。他打碎了乔治的沙堡。,爸爸，我来帮你！我们一起加油！,0.0,,,
06. 乔治的朋友,47,丽贝卡说：那是的。我们是大姑娘。,乔治和理查德太小了一起好好玩。,对！我们是大姑娘，会照顾小弟弟！,0.0,,,
06. 乔治的朋友,55,理查德说：跷跷板。,看！乔治和理查德在一起玩！,跷跷板！我和苏西陪你玩！,0.0,,,
09. 时间胶囊,2,瞪羚夫人说：“今天，我们要”做一个时间胶囊。,什么。是时间胶囊吗？,"哇！什么是时间胶囊呀？  
我想放我的小水壶！",0.0,,,
09. 时间胶囊,4,瞪羚夫人说：时间胶囊可以向未来的人们展示我们的生活。,怎么用？,"太酷啦！我要放我的泥坑地图！  
乔治可以放他的恐龙玩具！",0.0,,,
09. 时间胶囊,9,瞪羚夫人说：“现在，”我们应该放些什么东西进去？,一个漫画！,"我想放我的泥坑袜子！  
苏茜可以放她的蝴蝶结！",0.0,,,
09. 时间胶囊,18,瞪羚夫人说：这些都是很好的东西展示我们的日常生活。,“瞪羚夫人，”未来会是什么样子？,"爸爸的报纸也要放！  
还有我的跳泥坑奖章！",0.0,,,
09. 时间胶囊,20,瞪羚夫人说：你觉得会怎么样？,我想在未来我将住在月球上。我所有的朋友都会来看我的。,"未来的小朋友会笑吗？  
他们会说“佩奇真好玩”！",0.0,,,
09. 时间胶囊,22,丹尼说：我将发射一枚太空火箭。,你好！,"哇！火箭太酷啦！  
佩奇也要发射泥坑飞船！",0.0,,,
09. 时间胶囊,24,瞪羚夫人说：现在，我们将录制一条消息为未来的人们。向未来问好。,向未来问好。你们现在可能都住在月球上。,"“你好！我是佩奇！”  
“记得跳泥坑哦！”",0.0,,,
09. 时间胶囊,29,"瞪羚夫人说：精彩的！
旁白：快到家了所有的父母都到了。",“妈妈，爸爸。”我们做了一个时间胶囊。,"爸爸！我们快到家啦！  
乔治，准备好挖泥坑了吗？",0.0,,,
09. 时间胶囊,33,猪爸爸说：在那里！,我们现在能把它挖出来吗？,"爸爸，你看！我的时间胶囊！  
我们一起埋起来吧！",0.0,,,
09. 时间胶囊,35,瞪羚夫人说：它将在地面上保留多年。,“哦，但我等不及了。”“佩奇，你跟你爸爸一样”他小时候。,"等我们长大了再挖出来！  
哇，会不会长出泥坑花？",0.0,,,
09. 时间胶囊,36,佩奇说：“哦，但我等不及了。”“佩奇，你跟你爸爸一样”他小时候。,是吗？,"爸爸小时候也等不及！  
我们快点回家跳泥坑吧！",0.0,,,
09. 时间胶囊,38,瞪羚夫人说：“是的，我记得”当我是他的老师的时候。,你教我爸爸了吗？,"老师也喜欢跳泥坑吗？  
我也要当老师！",0.0,,,
09. 时间胶囊,42,猪爸爸说：“是的，我们做到了。”我们把它埋在一棵小树旁边。,我们能把它挖出来吗？,"太棒啦！树会长大保护它！  
等乔治长大再挖出来！",0.0,,,
09. 时间胶囊,54,孩子们说：哦。,戴眼镜的小猪是谁？,"我们的秘密时间胶囊！  
万岁！",0.0,,,
09. 时间胶囊,57,小猪爸爸说：向未来问好！你的声音真尖！你现在可能住在月球上。,傻猪爸爸。,"嘿嘿！我在太空当泥坑船长！  
爸爸，你也来跳月球泥坑吧！",0.0,,,
