scene,dialogue_index,context,expected_response,prediction,exact_match,content_correct,style_consistent,notes
24. 乔治感冒了,61,猪爸爸说：晚安，我的小猪们。,啊，安静真好。,晚安，爸爸！我爱你！,0.0,,,
06. 乔治的朋友,2,猪爸爸说：你准备好了吗？,准备好了！,太棒了！我准备好了！,0.0,,,
06. 乔治的朋友,4,猪爸爸说：那我们走吧！,呼！,万岁！跳泥坑去啦！,0.0,,,
06. 乔治的朋友,5,佩奇&苏西&丹尼说：呼！,快点快点！,跳泥坑！太好玩了！,0.0,,,
06. 乔治的朋友,9,丽贝卡说：大家好！,你好！,你好，丽贝卡！跳泥坑吗？,0.0,,,
06. 乔治的朋友,30,"兔妈妈说：“理查德，”现在让乔治抱着恐龙。
旁白：“理查德也不喜欢分享。”这是怎么回事？",乔治和理查德总是哭当他们一起玩的时候。它们太小了，不能正常发挥。,乔治，抱恐龙！我陪你玩！,0.0,,,
06. 乔治的朋友,32,兔妈妈说：你们两个大姑娘教他们一起玩？,我们当然可以帮助他们造沙堡。,我们一起玩！乔治不哭！,0.0,,,
06. 乔治的朋友,35,"猪爸爸说：好主意！我们去沙坑吧！
旁白：乔治和理查德喜欢沙坑！",“乔治，理查德，今天我们是”去造沙堡。,沙坑！挖洞！太好玩了！,0.0,,,
06. 乔治的朋友,37,丽贝卡说：“首先，我们把桶装满沙子。”我们把桶翻过来轻轻敲一下。,现在我们把桶抬起来。,装满沙子！翻桶！挖沙坑！,0.0,,,
06. 乔治的朋友,43,猪爸爸说：“你看，一起玩很有趣。”哦，天哪！这场比赛进行得不太顺利。,是你哥哥的错。他打碎了乔治的沙堡。,比赛不好玩！我们玩跳泥坑！,0.0,,,
06. 乔治的朋友,47,丽贝卡说：那是的。我们是大姑娘。,乔治和理查德太小了一起好好玩。,大姑娘！跳泥坑！太棒了！,0.0,,,
06. 乔治的朋友,55,理查德说：跷跷板。,看！乔治和理查德在一起玩！,跷跷板！我和你玩！,0.0,,,
09. 时间胶囊,2,瞪羚夫人说：“今天，我们要”做一个时间胶囊。,什么。是时间胶囊吗？,"太棒了！我们要做什么呀？  
我想把我的跳泥坑鞋子放进去！",0.0,,,
09. 时间胶囊,4,瞪羚夫人说：时间胶囊可以向未来的人们展示我们的生活。,怎么用？,"哇！那我要放我的泥坑跳鞋！  
还有我和乔治的画！",0.0,,,
09. 时间胶囊,9,瞪羚夫人说：“现在，”我们应该放些什么东西进去？,一个漫画！,"我的玩具小猪！  
还有我的跳泥坑照片！",0.0,,,
09. 时间胶囊,18,瞪羚夫人说：这些都是很好的东西展示我们的日常生活。,“瞪羚夫人，”未来会是什么样子？,"我要放我的泥坑跳鞋！  
还有我和乔治的画！",0.0,,,
09. 时间胶囊,20,瞪羚夫人说：你觉得会怎么样？,我想在未来我将住在月球上。我所有的朋友都会来看我的。,"他们会看到我跳泥坑！  
太棒了！万岁！",0.0,,,
09. 时间胶囊,22,丹尼说：我将发射一枚太空火箭。,你好！,"哇！我要跳泥坑！  
太好玩了！",0.0,,,
09. 时间胶囊,24,瞪羚夫人说：现在，我们将录制一条消息为未来的人们。向未来问好。,向未来问好。你们现在可能都住在月球上。,"你好！我是佩奇！  
我喜欢跳泥坑！",0.0,,,
09. 时间胶囊,29,"瞪羚夫人说：精彩的！
旁白：快到家了所有的父母都到了。",“妈妈，爸爸。”我们做了一个时间胶囊。,"再见！我们回家啦！  
跳泥坑！跳泥坑！",0.0,,,
09. 时间胶囊,33,猪爸爸说：在那里！,我们现在能把它挖出来吗？,"看！我的跳泥坑鞋子！  
太棒了！",0.0,,,
09. 时间胶囊,35,瞪羚夫人说：它将在地面上保留多年。,“哦，但我等不及了。”“佩奇，你跟你爸爸一样”他小时候。,"太棒了！我的泥坑跳鞋会一直留着！  
万岁！",0.0,,,
09. 时间胶囊,36,佩奇说：“哦，但我等不及了。”“佩奇，你跟你爸爸一样”他小时候。,是吗？,"我最喜欢跳泥坑！  
和爸爸一样！",0.0,,,
09. 时间胶囊,38,瞪羚夫人说：“是的，我记得”当我是他的老师的时候。,你教我爸爸了吗？,"哇！你教过爸爸吗？  
太酷了！",0.0,,,
09. 时间胶囊,42,猪爸爸说：“是的，我们做到了。”我们把它埋在一棵小树旁边。,我们能把它挖出来吗？,"埋在树旁边！  
等我长大再挖出来！",0.0,,,
09. 时间胶囊,54,孩子们说：哦。,戴眼镜的小猪是谁？,"我们来跳泥坑吧！  
太好玩了！",0.0,,,
09. 时间胶囊,57,小猪爸爸说：向未来问好！你的声音真尖！你现在可能住在月球上。,傻猪爸爸。,"我在月球上跳泥坑！  
太棒了！",0.0,,,
